"synthetic_age","synthetic_always_lonely","synthetic_baseline_wellbeing","synthetic_community_cohesion","synthetic_eth_minority","synthetic_financial_crisis","synthetic_health_condition","synthetic_imd_decile_2019","synthetic_income_decrease","synthetic_lonely","synthetic_sex","synthetic_wave_1","synthetic_wave_4","synthetic_Weights"
70,4,11,11,1,1,0,"1",1,1,0,11,11,0.919770993165074
48,2,10,19,0,0,0,"7",1,0,1,4,0,0.696691834264392
32,3,0,10,0,0,0,"10",0,1,0,1,1,1.00029445783966
61,2,2,15,0,1,1,"6",1,0,0,0,0,0.952681195691233
45,1,3,20,0,0,0,"4",1,0,1,0,0,0.747965091394359
45,0,0,20,0,1,1,"9",1,0,0,0,1,0.638415873818084
43,3,0,10,0,0,0,"8",0,0,0,0,1,1.36769515581297
25,0,3,7,0,0,1,"10",0,0,0,2,2,0.999927355607747
68,0,1,9,0,1,0,"10",1,1,1,3,0,0.992461270745367
81,4,2,16,0,1,1,"7",0,0,1,4,0,0.979536263524243
70,3,0,8,0,0,0,"6",0,0,0,0,0,0.827196557149994
34,0,2,13,0,0,1,"9",0,0,1,1,0,0.894381911529413
31,0,0,19,0,0,1,"4",1,0,1,7,12,0.820435857359141
22,4,0,4,0,0,1,"2",1,1,0,1,5,0.426699137561312
82,4,0,9,0,0,0,"7",0,1,0,0,2,0.683011113900578
45,4,0,8,0,1,0,"8",1,1,1,10,4,0.979385384528662
26,4,0,16,0,0,1,"3",0,0,1,1,0,0.918458592500305
58,4,0,19,0,1,0,"7",1,1,1,8,5,1.33880572508497
28,3,3,16,0,1,0,"10",1,1,0,11,12,0.638976914019939
17,3,1,10,0,0,1,"3",0,0,1,2,1,0.595393502332695
20,2,2,5,0,0,0,"9",1,1,0,3,0,0.661474177317189
92,2,3,7,0,1,1,"3",0,1,1,5,1,0.718297092904676
68,0,0,13,0,1,1,"10",1,1,1,9,12,0.901562548266428
21,1,1,20,-99,0,0,"2",0,1,1,11,1,1.64435430257296
39,2,1,4,0,0,1,"10",1,1,0,5,3,0.616077102817176
50,0,2,14,0,1,1,"4",0,0,0,0,1,0.783295329943111
84,1,0,12,0,1,1,"2",1,0,0,0,2,1.30775818093959
74,0,0,5,0,1,0,"10",1,0,1,0,0,1.25567356511999
26,0,1,20,0,1,0,"10",0,1,0,1,1,1.76058130929875
27,4,5,9,0,1,0,"6",1,1,1,12,2,0.871257324655364
80,2,3,20,0,1,1,"9",0,0,0,0,0,1.01149167589006
59,2,0,12,0,1,0,"10",1,0,1,1,0,1.05707655720862
66,4,1,10,0,0,1,"8",0,0,0,2,0,0.591260810243156
70,0,0,15,0,1,1,"2",0,1,0,0,5,0.57350647584457
29,0,2,7,0,0,0,"3",1,0,1,1,1,1.13476563777188
38,0,0,18,1,0,1,"9",1,0,1,0,0,1.196717608201
49,3,0,18,0,0,0,"6",0,0,1,0,0,1.13236423337844
30,2,9,13,0,0,0,"5",1,1,1,4,1,0.796785011763982
74,0,0,19,0,0,0,"2",0,0,1,0,0,0.797271988374075
73,3,0,12,0,1,1,"9",0,1,1,2,0,0.714710790868496
75,3,0,5,0,0,1,"6",1,0,0,1,3,0.579106771801304
74,4,1,9,0,1,0,"4",1,0,1,4,0,0.748339653296756
59,2,2,9,0,1,1,"6",1,1,1,5,1,0.878116730849965
86,4,6,17,0,1,0,"2",0,1,0,7,12,1.16769601551232
42,3,0,9,0,0,0,"10",1,0,0,1,3,1.02860698540849
57,3,0,15,0,1,1,"10",1,0,1,7,3,0.90941061017974
40,0,12,8,0,0,1,"2",1,1,1,4,1,1.20104542205063
24,4,0,12,1,0,1,"10",0,1,1,4,1,1.52329492768091
45,2,0,20,0,0,1,"3",0,1,1,1,0,1.00132464934748
55,4,0,15,0,1,0,"7",1,1,1,10,5,1.03652052237228
49,3,2,5,0,0,1,"5",0,0,0,1,0,0.705666487140244
33,2,1,6,0,0,1,"9",0,1,0,4,4,0.748297851417626
62,3,2,13,0,1,1,"5",1,1,0,6,3,0.821470943241354
53,4,1,5,0,1,1,"4",1,0,1,4,0,0.950044717933548
28,3,1,12,1,0,1,"7",0,1,1,5,1,0.997992146567029
28,2,9,4,0,0,0,"6",0,1,0,2,4,0.471957704704042
82,0,0,20,1,0,1,"5",0,0,1,0,0,0.962071941060075
28,3,0,5,0,0,0,"9",1,1,0,4,2,0.625776245219313
83,4,1,11,0,1,0,"6",0,1,1,4,0,0.818302392763417
30,2,1,15,0,0,1,"8",0,0,1,1,1,0.908817591282354
31,0,0,5,0,0,1,"8",0,1,0,0,0,1.49220633772951
46,4,3,7,1,0,0,"4",0,1,0,5,2,0.798751940771871
18,4,1,15,0,0,1,"2",0,1,1,2,1,1.6761684784495
85,1,0,11,0,1,0,"9",1,0,1,1,0,1.38277662334259
78,2,0,5,0,1,0,"4",1,0,1,4,1,1.21517567976055
33,0,3,15,0,1,0,"7",0,1,0,3,9,0.771003974365687
27,4,11,7,0,0,0,"2",1,1,1,6,3,0.703118524679376
44,2,0,7,0,1,1,"10",1,0,1,2,0,1.27885717486095
20,0,2,16,0,1,0,"6",0,1,0,9,12,0.679952435066191
54,1,1,14,0,0,0,"1",0,1,1,2,4,1.09151483105934
64,4,5,13,0,1,1,"9",1,0,1,5,2,0.437701322529331
32,1,0,20,0,0,0,"7",0,1,1,3,1,1.01896165147638
30,0,1,9,0,0,0,"5",1,1,1,3,0,0.826679743265984
59,4,0,8,1,1,1,"7",1,1,1,9,10,0.56124256002407
60,4,1,6,0,1,0,"9",1,0,1,3,0,0.833019770714067
28,1,1,20,0,0,1,"1",1,1,1,9,12,0.814374309809988
61,2,9,13,0,1,1,"9",1,0,1,11,9,0.363665346805647
23,4,1,6,0,0,1,"7",1,1,0,2,0,0.55965457646958
78,4,7,5,0,1,0,"5",1,0,1,1,0,0.511523681064668
42,2,1,11,1,0,1,"2",1,1,1,3,5,0.618422644592102
75,2,0,18,0,1,0,"8",1,1,1,10,10,0.981147807516874
61,3,10,5,1,0,0,"1",0,1,1,12,10,0.989496918603761
79,0,1,6,0,1,1,"7",0,0,1,2,2,1.40131931664561
77,3,1,16,0,1,1,"7",1,0,0,1,0,1.32925010639606
32,3,1,13,0,0,0,"4",0,0,1,2,0,2.06966216789067
37,3,0,11,-99,0,0,"10",0,1,0,1,1,1.64260033087714
71,1,0,4,0,1,0,"7",1,0,1,0,0,0.815542017454294
37,2,0,9,0,0,0,"6",0,1,0,0,0,1.2729213411845
85,0,0,15,0,1,1,"9",1,1,1,0,1,0.849631628480024
24,0,1,7,0,0,1,"10",0,1,0,1,1,0.918050928603429
87,3,2,12,0,1,1,"6",0,1,1,7,11,1.00905907221034
76,4,0,8,0,0,1,"7",0,0,0,0,0,1.14960129764603
55,0,3,16,0,0,1,"7",0,0,1,3,6,0.587626555980459
72,0,4,13,0,1,1,"9",1,0,0,0,1,1.8560829915731
77,1,8,17,-99,1,1,"5",1,1,1,2,0,0.598704809648937
61,1,1,20,0,0,1,"3",0,1,1,1,2,0.624331765169848
64,4,4,6,0,0,0,"10",1,1,0,8,0,0.6123047935171
57,0,0,15,0,1,1,"4",0,0,0,1,0,1.46819520972954
25,0,0,18,0,0,1,"6",0,1,1,3,2,0.822377196874321
82,1,9,13,0,1,1,"2",0,0,0,1,0,0.578729496637567
36,4,0,9,0,0,0,"5",0,1,0,1,1,1.43469295678251
63,0,2,17,0,1,0,"8",0,1,0,2,0,1.06504282925335
89,0,2,12,0,1,1,"6",1,0,0,3,0,1.04233248238606
91,0,0,20,0,1,0,"10",1,1,1,0,1,0.553838090516011
33,1,0,14,0,1,0,"3",1,1,0,0,2,1.00229408809338
53,1,0,15,0,1,1,"6",1,1,1,8,12,0.811791783698692
92,3,4,15,0,1,1,"6",0,1,1,5,1,1.04289227386141
43,2,1,15,0,0,0,"3",0,0,1,3,2,0.726492252995047
85,1,0,16,0,1,1,"10",1,0,1,0,0,2.11704312527537
48,4,6,5,0,1,1,"4",1,1,1,7,1,0.632952498855029
37,4,0,7,0,0,0,"5",0,1,0,8,0,1.10902173962139
50,0,0,18,0,0,0,"7",0,0,1,0,2,0.780329329015089
36,2,1,5,1,0,1,"8",0,0,1,1,0,1.12056348796528
46,0,1,5,0,0,1,"6",0,1,0,0,0,1.16699562093181
88,3,0,12,0,1,1,"4",0,1,1,3,2,0.84785218615171
53,1,0,19,0,1,0,"5",0,0,0,0,0,0.683682563049813
31,4,0,19,0,0,1,"2",0,1,1,5,3,1.21057848300987
26,3,7,19,0,1,1,"9",0,0,0,4,12,0.739794130528759
51,0,1,19,0,1,1,"7",0,0,0,0,0,1.40967263066802
18,4,1,-99,1,0,0,"5",1,1,1,12,2,0.964851391784088
70,1,11,18,0,0,0,"1",0,1,1,7,9,0.64249511702249
37,1,0,19,0,1,1,"5",0,0,0,0,3,0.735578330746126
47,0,1,18,0,0,1,"2",0,1,1,6,12,0.843917521829348
21,0,1,6,0,0,0,"7",0,1,0,2,1,1.397675796828
53,1,3,13,0,0,0,"4",0,0,1,1,0,1.06292496618297
86,0,0,19,0,1,1,"7",1,1,1,7,9,1.28259087844154
49,0,0,15,0,0,0,"4",0,1,1,0,1,0.732049371066842
89,2,6,8,0,1,1,"3",1,0,1,1,0,0.954486636707766
43,0,3,19,0,1,0,"9",0,0,0,0,0,1.34331706829801
88,1,0,14,0,1,0,"4",0,1,0,1,1,0.598071543367947
64,2,1,4,0,0,1,"8",1,0,0,1,0,1.95448743327234
88,4,12,11,0,1,0,"3",1,1,1,8,7,0.809675434464145
17,3,0,8,0,0,1,"6",0,1,0,2,1,0.786122054722324
35,2,0,6,0,1,0,"9",1,1,1,10,10,0.720192205554603
65,4,1,12,0,1,1,"4",1,0,1,4,0,0.856244558721005
64,1,5,16,0,0,0,"1",0,0,1,0,0,1.39497725514967
22,1,12,10,0,0,1,"6",1,1,1,10,12,0.890063680922137
78,3,1,14,0,1,1,"7",1,1,1,1,3,0.725971314373838
36,0,0,13,0,1,0,"3",1,1,0,3,1,0.713169032158946
32,3,0,19,0,1,0,"2",0,1,0,5,2,1.1705015793287
42,3,11,9,0,0,0,"9",0,0,1,4,1,0.795750957464799
42,2,0,6,0,1,0,"10",1,1,1,9,9,0.658318116767042
25,1,0,15,0,0,0,"4",0,1,1,7,10,0.4747337506673
31,4,2,16,0,0,1,"4",0,0,1,0,0,1.4324548574274
91,2,0,18,0,1,1,"10",1,0,0,0,0,1.72218296990721
64,2,0,5,0,0,1,"9",1,0,0,0,0,1.27266771135737
45,2,1,4,0,0,0,"5",0,1,0,6,10,0.958777801159665
53,3,6,19,0,1,1,"9",1,0,0,0,0,1.1099714289319
33,1,0,20,0,0,1,"4",1,0,1,0,1,1.10926734340516
35,0,10,6,-99,0,0,"6",0,0,1,3,5,0.585163575961228
54,0,12,9,0,1,1,"6",1,1,0,6,2,0.620866093012981
80,0,6,5,1,0,1,"3",0,1,1,0,3,0.558822252515601
34,1,0,5,0,0,0,"8",0,0,0,1,2,0.471010807939505
24,4,9,7,0,1,1,"9",1,1,1,11,5,1.13314312953951
81,2,0,18,0,1,1,"5",0,0,0,0,0,1.22183027919301
17,1,0,16,0,1,1,"6",1,0,0,1,0,0.616124117694304
36,2,3,-99,0,0,1,"5",0,1,0,1,2,0.972311544905004
58,4,0,13,0,1,1,"5",1,1,1,6,2,0.977659016926419
41,1,5,12,0,0,0,"8",0,0,1,1,2,0.992440486231899
19,1,0,18,0,1,0,"1",0,1,0,0,2,1.19605187108486
66,3,2,13,0,1,0,"10",1,1,1,3,0,1.20630044975481
90,1,0,14,0,1,0,"7",1,1,1,5,10,0.908944825801157
70,3,1,4,0,0,0,"8",0,1,0,8,2,1.0306106937282
85,3,1,15,0,1,0,"10",0,1,1,3,1,1.41563814905556
43,0,0,20,0,0,1,"4",1,0,1,2,0,1.54309528762701
61,1,3,14,0,1,0,"2",0,1,0,1,1,0.858427860822077
47,0,0,14,0,1,0,"3",1,1,0,3,0,0.940953805315335
84,3,1,11,0,1,0,"9",0,1,1,3,2,0.830092907488145
35,1,0,17,0,0,0,"5",1,0,1,2,0,0.568209702186158
29,0,9,8,0,0,1,"4",1,1,1,3,0,0.684514963661904
66,1,1,6,0,1,1,"7",1,0,1,3,0,1.59125597496596
31,2,1,20,0,1,0,"5",0,1,0,4,4,0.733535055223183
28,3,2,8,0,0,0,"8",0,1,0,0,0,0.961004153307463
43,4,0,10,0,1,1,"7",1,1,1,6,0,0.829090337554467
74,4,0,10,0,1,1,"2",0,0,1,5,1,0.894489991826304
66,0,2,15,0,1,1,"6",0,1,0,3,4,0.902335959899077
37,2,7,16,-99,0,0,"4",1,1,1,0,1,0.4099183891389
51,0,0,19,0,0,1,"4",0,1,1,0,1,1.07089592448831
42,0,0,14,0,0,1,"3",0,0,1,0,0,1.40017160319493
60,4,0,19,0,1,1,"7",1,1,1,5,2,1.58559306521667
27,0,2,13,0,0,1,"2",1,0,1,0,1,1.34968016556683
75,4,1,17,0,1,1,"1",1,0,1,7,5,0.258396751809041
53,4,0,7,0,0,1,"9",0,0,0,3,1,0.666867161384645
50,1,1,14,0,0,0,"1",0,0,1,2,1,0.950728931338347
60,4,0,10,0,0,1,"10",1,0,0,0,0,1.24739733879864
52,2,0,7,0,0,1,"9",0,0,0,1,1,0.974535234840937
87,4,0,12,0,1,1,"5",1,1,1,0,2,0.871733044756525
31,4,1,6,0,0,1,"2",0,1,0,2,0,1.36385489132363
39,0,0,20,0,0,0,"4",1,0,1,0,0,2.12966776045825
57,0,3,16,0,1,0,"7",0,0,0,2,0,0.99863021046574
61,1,1,18,0,0,0,"4",0,1,1,1,1,0.788244450870355
66,4,12,9,0,1,0,"8",1,1,1,9,1,0.745805738312092
57,2,0,7,0,1,0,"9",1,1,1,1,1,1.56976099876178
35,3,2,17,0,0,1,"6",0,0,1,2,1,0.925823797848903
31,0,1,10,0,0,1,"7",0,1,1,0,0,0.944508039359883
20,1,0,7,0,0,0,"8",0,1,0,0,2,0.93971443785705
18,2,1,16,0,1,1,"4",1,1,0,2,1,1.24633020419791
40,0,0,9,1,0,0,"8",1,0,1,0,0,1.13183359349049
28,2,0,20,0,1,1,"3",0,0,0,1,2,1.05172157550273
79,1,1,19,0,1,1,"7",0,1,0,2,5,0.88905113945353
64,3,3,12,0,1,0,"4",1,1,1,11,12,0.864154097730714
92,1,0,18,0,1,1,"10",1,0,1,0,0,1.52398043925186
22,0,0,16,0,1,0,"1",0,1,0,3,0,1.12667027724887
65,4,1,17,0,1,1,"9",1,0,1,3,0,1.00507748739306
17,3,1,20,0,0,0,"10",0,1,1,1,0,0.776157123257569
24,3,12,17,0,0,0,"7",1,1,1,6,3,0.887378315290221
48,0,1,19,0,1,1,"8",0,0,0,1,2,1.40796393133325
19,2,0,20,0,0,1,"8",1,1,1,2,1,1.21119230992469
88,2,1,19,0,1,1,"10",1,0,1,1,0,0.747104680947809
18,1,2,19,0,0,1,"7",1,0,1,1,1,0.816677296494692
59,4,3,12,0,1,0,"10",1,1,1,5,2,0.663633049183407
47,4,0,7,0,0,1,"7",0,0,0,5,5,0.340009665628288
42,1,0,12,0,0,1,"3",0,0,1,0,1,1.21411547038755
90,0,4,17,0,1,1,"5",1,1,1,1,0,0.62995305614929
34,3,0,20,1,1,0,"5",1,1,0,2,2,0.904968337463474
35,2,1,8,1,0,1,"1",0,0,1,3,1,1.04082214071827
32,4,0,18,0,1,0,"1",1,0,0,0,0,0.898508793685601
71,3,1,9,0,1,0,"9",0,1,1,3,1,0.273473288976619
61,4,2,12,0,1,0,"9",1,1,1,6,0,0.746605755856861
92,0,0,15,0,1,0,"7",1,0,0,0,1,1.67083018304288
59,0,1,15,0,0,1,"1",0,0,1,2,3,0.709840459716725
61,4,2,9,0,1,0,"9",1,0,1,3,1,0.713714854802703
52,4,0,8,0,1,0,"9",1,0,1,4,2,1.5556772194373
23,0,0,7,1,0,1,"10",0,0,1,3,0,1.44684295702423
77,3,0,16,0,1,1,"6",1,1,1,4,4,1.06596833141817
74,4,11,17,0,1,1,"7",1,1,1,11,12,1.12034781936334
27,0,0,4,0,0,0,"2",0,1,0,0,0,1.66264414796579
57,4,0,14,0,1,0,"3",1,1,1,8,1,0.425738943877431
17,3,6,16,0,1,0,"8",1,1,0,9,0,0.888756748785696
42,0,0,18,0,0,0,"6",0,1,1,0,1,0.649561850631634
85,4,0,11,0,1,1,"4",0,1,1,3,1,0.938566550296023
88,1,0,15,0,1,0,"9",1,1,1,3,1,1.30329249023255
51,1,0,5,0,0,1,"10",1,0,0,0,0,2.19570777835236
26,1,0,6,0,0,1,"5",0,0,1,0,0,1.32647527648913
41,1,0,20,1,0,0,"9",1,1,1,0,0,1.16559054014148
43,0,0,16,0,1,0,"2",1,1,0,0,0,0.889405404655754
50,1,9,12,0,0,0,"2",1,0,1,2,2,0.705748958226705
26,2,0,5,0,0,1,"8",1,1,0,2,0,1.7539296019889
78,3,10,6,0,1,0,"4",1,1,1,11,8,0.793627982349467
66,2,0,11,0,1,0,"10",1,0,1,2,2,0.524900594948542
27,0,0,8,1,0,0,"9",0,0,0,1,0,0.666852844697427
65,1,1,8,1,0,1,"3",0,1,1,0,1,1.29304986528808
21,0,2,12,0,0,0,"8",0,1,1,2,3,0.807123223449794
58,3,0,5,0,0,1,"7",1,0,0,0,0,0.917164298099636
66,4,0,7,0,0,0,"10",1,1,0,3,1,1.41427818026255
54,3,10,14,0,1,1,"10",1,1,0,11,0,1.04637653016693
24,0,0,12,0,0,1,"3",1,0,1,2,2,1.1696491425966
24,3,0,13,0,0,0,"6",0,0,1,3,0,0.744783543444591
75,2,3,19,0,1,1,"10",0,0,0,0,1,1.84637014578653
43,4,2,4,0,1,0,"8",0,1,1,10,3,1.20539468389197
32,4,2,20,0,0,0,"8",0,1,1,2,0,0.876042648528487
39,1,1,5,0,0,0,"10",1,1,0,1,0,1.62378839604681
84,3,0,14,0,1,0,"7",1,1,1,2,0,1.21897742429095
85,4,1,19,0,1,0,"7",1,1,1,3,0,0.999307196818602
59,1,1,14,0,1,1,"4",1,1,0,1,11,0.816512862983149
59,1,4,4,0,0,1,"9",1,0,0,1,0,0.78586389550601
58,4,0,6,0,1,0,"9",0,0,1,2,1,1.28164337175639
62,2,0,7,1,0,1,"8",0,0,0,2,4,1.11298091075217
72,4,2,18,0,1,1,"3",0,0,0,2,0,0.999535859240478
33,3,0,11,-99,0,0,"6",1,0,0,0,1,0.667679137147743
87,0,1,16,0,1,0,"10",1,0,1,1,2,2.0562332198912
76,3,0,16,0,1,0,"7",1,1,1,3,0,1.21724243723235
88,1,0,11,0,1,0,"4",1,1,1,6,5,0.752922030351568
59,1,3,4,0,0,1,"5",0,0,0,4,11,0.865335033610519
19,0,1,14,0,0,0,"8",1,0,1,2,2,0.867542969710766
62,0,0,15,0,1,1,"8",1,1,1,9,9,0.919609709014052
29,3,3,5,0,0,1,"9",1,0,0,4,0,0.751943244877702
49,0,0,20,0,0,0,"2",1,0,1,0,2,0.658543261490805
60,1,4,15,0,1,1,"8",1,0,0,1,2,0.38340143513968
57,0,4,19,0,0,0,"5",1,0,1,1,1,1.21091082939202
90,4,0,17,0,1,1,"5",1,0,0,0,0,0.69562444520959
69,4,1,8,0,0,1,"7",0,0,0,0,1,0.48400810095835
25,4,5,4,1,0,0,"5",1,1,0,7,2,0.600214383871485
17,4,0,20,0,0,0,"7",0,0,1,2,1,0.990162214494687
66,2,0,16,0,1,0,"3",1,0,0,0,1,0.938278520035153
89,4,1,8,0,0,1,"10",0,1,0,1,0,1.2392440363615
74,4,0,-99,0,1,0,"5",1,0,1,12,0,0.71177375798492
56,0,2,5,0,0,1,"9",0,1,0,1,2,0.935964519252544
88,2,1,18,0,1,0,"4",0,1,0,2,2,1.35427956423033
54,3,0,9,0,0,0,"7",0,1,0,0,0,1.09793601928295
39,1,0,16,0,0,1,"5",0,0,1,0,0,1.01046059867574
17,2,2,18,0,1,1,"9",1,0,0,4,0,0.95583097960448
55,0,6,10,0,0,0,"9",0,0,1,0,0,0.884633511929961
54,3,0,5,1,0,0,"2",0,1,0,3,0,0.424236230704909
22,2,1,8,1,0,1,"9",0,0,1,0,0,0.696340409598524
58,3,3,6,0,1,1,"4",1,1,1,6,3,0.99261625087483
56,1,2,20,0,1,0,"10",1,0,0,3,2,1.76459637019064
21,1,0,6,0,0,0,"9",1,1,0,4,11,0.495434063855148
61,0,1,6,1,0,0,"7",0,1,1,0,0,1.29916224750296
86,4,0,18,0,1,0,"8",0,1,1,2,1,0.711593856986858
73,0,6,12,0,1,1,"10",1,0,0,6,10,0.64072633636055
34,4,9,10,0,0,0,"10",0,1,1,4,0,0.769374588309503
73,4,1,13,0,1,0,"3",1,1,1,8,6,0.827941857890529
49,2,0,7,0,0,0,"7",0,1,0,1,1,1.12008143020827
65,0,0,14,0,1,1,"7",1,0,0,0,2,1.70209519897788
54,4,1,9,0,1,0,"9",1,1,1,4,2,0.674206520683689
49,1,2,5,0,0,1,"9",0,1,0,3,3,0.695671922125428
79,2,4,18,0,1,1,"6",0,0,0,0,1,1.33602573891878
67,3,1,8,0,0,0,"8",0,1,0,6,3,0.583596683608752
83,0,0,17,1,1,0,"3",1,0,0,1,0,1.19314901146896
92,1,1,18,0,1,1,"8",0,0,0,0,1,0.651808095942669
71,2,0,4,0,0,0,"5",0,1,0,3,0,1.20315569130038
82,3,0,16,0,1,0,"2",1,1,0,1,0,1.31680050909469
17,2,12,20,0,0,1,"9",1,1,1,6,8,1.46181863872831
81,0,2,14,0,0,0,"4",0,0,1,0,4,0.664882313647867
57,1,12,11,0,1,0,"4",1,0,0,5,11,0.663114025623957
57,3,0,8,0,0,1,"6",0,0,0,1,2,0.915918566315342
91,3,0,18,0,1,1,"5",1,0,0,0,0,3.27890021793558
53,0,2,20,0,0,0,"4",1,0,1,1,2,1.26159124533253
56,1,0,18,1,0,0,"7",1,1,1,0,0,0.828078564520772
28,0,8,4,0,0,0,"7",1,0,1,1,0,0.311666061759149
90,4,8,11,0,1,1,"4",1,0,0,9,1,0.408936388073984
63,4,0,13,0,1,0,"8",1,1,1,4,0,0.857086920659898
37,4,0,7,1,1,1,"6",1,1,1,6,0,1.5755029866099
65,3,2,7,0,1,0,"9",0,1,1,8,7,0.88710995795932
90,3,4,6,0,0,0,"10",0,0,0,4,12,0.550152095459354
31,3,2,16,0,0,1,"6",0,1,1,7,8,0.86379624443844
34,0,0,15,0,0,1,"6",0,0,1,0,0,1.2207944814308
79,4,0,4,0,0,1,"4",1,1,0,3,0,0.658808535878559
55,1,1,19,0,0,1,"2",0,1,1,1,0,1.20181445594187
76,3,8,7,0,1,0,"10",1,0,1,3,1,0.837490065169895
21,1,0,4,0,0,1,"5",0,1,0,3,1,0.455473574651438
56,1,2,4,0,0,1,"8",1,0,0,0,1,0.712396108844356
19,3,6,5,1,0,1,"8",1,0,0,1,1,0.780012984362697
79,0,2,14,0,1,1,"9",1,0,1,1,1,1.13723453120812
57,0,0,19,0,1,0,"7",0,0,0,0,0,1.54390817648404
47,1,0,19,0,1,0,"10",0,1,0,6,10,0.658561511276882
74,4,12,20,0,1,0,"8",1,0,1,12,12,1.0555934474511
57,2,0,9,1,0,0,"3",0,0,1,1,1,0.70299122067591
78,4,0,11,0,1,0,"8",0,0,1,1,1,2.33880751475527
82,4,2,18,0,1,0,"2",1,1,1,12,11,1.2280781744267
48,0,0,8,0,0,1,"9",0,1,0,0,0,0.885299804909163
52,1,0,19,0,0,0,"1",0,1,1,2,2,1.20469107540024
60,4,1,20,0,1,1,"8",1,0,0,0,2,0.930829683945285
36,0,0,19,0,1,1,"7",0,0,0,3,0,0.782820261948983
84,4,0,20,0,1,0,"3",0,1,0,1,3,0.589278460322603
33,1,2,9,0,0,0,"4",0,0,1,3,4,0.754099985886358
31,2,0,20,0,0,0,"10",0,0,1,0,1,0.869047115459715
39,2,2,8,1,0,1,"6",0,0,1,1,0,1.13578627418445
21,2,3,19,0,0,1,"10",0,0,1,0,0,1.02709085199024
43,1,1,14,0,1,1,"8",1,0,0,5,1,1.40628614039228
63,0,2,13,0,1,0,"5",1,1,0,0,3,0.694217916294128
73,2,1,-99,1,1,1,"6",0,1,0,2,1,0.879309727220235
19,1,8,19,0,0,1,"6",1,1,1,4,6,0.627599733007294
86,4,1,19,0,1,1,"9",1,0,0,1,1,1.35760267926431
84,0,0,4,0,1,0,"9",1,1,1,0,1,0.847721970625772
77,0,2,20,0,0,0,"4",0,0,1,0,0,1.30380768459995
65,3,1,11,0,1,0,"9",1,0,1,2,0,1.19945187263224
80,1,3,16,0,1,1,"5",0,1,0,0,2,0.740074117063957
38,2,2,5,0,0,1,"9",0,1,0,5,6,0.394278565656446
57,0,6,11,0,0,0,"8",0,0,1,0,1,0.632103495909427
25,4,12,12,0,0,0,"6",0,1,1,9,12,0.948273936733083
50,4,0,20,0,1,1,"10",1,0,0,0,1,1.03856808436938
46,2,12,13,0,0,0,"10",0,0,1,5,6,0.912859919105072
62,4,0,11,0,1,1,"5",1,0,1,2,1,0.740623875872962
61,2,0,18,1,0,1,"5",0,1,1,7,11,0.636987810128317
64,4,3,14,0,1,0,"5",1,1,0,9,6,0.48354731253247
72,0,0,20,0,1,1,"10",1,1,1,10,11,1.29218551627113
69,2,0,6,0,1,0,"9",0,1,1,6,1,1.00038559321538
22,4,0,10,0,0,0,"7",1,1,0,0,0,1.05820648727999
87,4,1,5,0,0,1,"9",1,0,0,2,1,1.72959258683004
67,4,0,13,0,1,0,"10",1,1,1,3,1,0.959913295639324
53,4,8,-99,1,1,1,"8",1,1,1,0,0,0.664820791668478
83,0,0,10,0,1,1,"2",1,1,0,5,0,1.88046304194366
29,0,1,17,0,0,1,"1",1,1,1,6,5,0.599861626822399
29,0,0,18,0,1,1,"4",0,0,0,0,1,0.91519062835835
64,4,5,4,0,0,0,"6",1,1,0,5,0,0.681259241108212
65,4,1,20,0,1,1,"4",0,1,0,2,0,0.846281173495068
92,1,1,14,0,1,1,"6",1,0,1,1,0,1.85713551788324
49,0,1,18,0,1,1,"7",0,0,0,1,0,1.08050475982353
59,2,0,20,0,1,1,"7",0,1,0,0,3,1.04753130879803
32,4,0,8,0,0,0,"7",1,0,0,1,1,0.963285381216455
72,3,1,16,0,1,1,"9",1,1,1,2,0,1.13670796359719
43,4,3,9,0,0,0,"8",0,1,0,2,0,0.682200877847916
82,3,0,18,0,1,0,"5",1,1,0,3,0,1.17483832197963
26,1,1,5,0,0,0,"5",0,1,0,3,2,0.968591707020724
92,0,0,8,0,1,0,"9",0,0,1,1,0,1.20400490564608
60,0,0,20,1,0,1,"2",1,0,1,1,0,0.991231129429204
41,3,4,13,0,1,1,"3",1,1,0,8,1,0.839352423424513
22,2,0,12,0,0,1,"8",0,0,1,1,0,1.30589617694782
76,3,4,16,0,1,1,"5",1,0,0,0,0,1.00826752300306
32,3,0,-99,0,0,1,"8",0,1,1,12,1,0.963559513668474
20,0,1,10,0,0,1,"6",0,0,1,2,3,0.797265355090051
18,1,7,17,0,1,0,"6",1,0,0,0,3,0.986082405698235
66,0,0,12,0,1,1,"4",1,1,0,0,0,1.11863066771544
84,4,0,8,0,0,0,"10",0,1,0,2,0,1.7724239403367
67,0,0,13,1,0,0,"3",0,1,1,4,12,0.75154886756219
30,3,0,15,0,0,1,"2",0,1,1,2,0,1.25846101031869
37,0,1,15,0,0,1,"10",0,0,1,0,0,1.17787919630289
46,0,0,18,0,0,0,"9",0,0,1,0,1,0.751444113226646
68,4,9,18,0,1,0,"5",0,0,0,3,0,0.506652604436004
60,0,0,16,0,1,1,"5",0,1,0,3,11,0.828488818454778
32,4,12,5,0,1,1,"6",1,1,1,11,5,0.925797936778452
67,4,12,6,0,1,0,"10",1,1,1,7,2,0.698885492872819
84,3,0,14,0,1,0,"8",1,1,1,2,0,2.19841408553169
